TAG,Inicio,Target_4H,Duracao_Ciclo_Minutos,Hora_Inicio,Dia_Semana,Sintomas_Ultimas_24H,Sintomas_Ultimas_4H,Sintomas_Ultimas_2H,Razao_Agravamento_4H,Aceleracao_Aguda_2H
CA65927,2025-02-05 21:50:34,0,5.4166665,21,2,0.0,0.0,0.0,0.0,0.0
CA65926,2025-05-31 22:47:45,0,12.25,22,5,668.0,132.0,66.0,0.19760479,0.5
CA65908,2025-02-17 12:00:00,0,2.2833333,12,0,0.0,0.0,0.0,0.0,0.0
CA65921,2025-01-15 16:28:35,0,31.416666,16,2,0.0,0.0,0.0,0.0,0.0
CA65935,2025-06-20 22:00:00,0,10.25,22,4,912.0,156.0,82.0,0.17105263,0.525641
PE3798,2025-04-23 16:19:18,0,6.266667,16,2,46372.0,5993.0,4733.0,0.12923747,0.7897547
CA65929,2025-02-09 02:13:19,0,46.683334,2,6,0.0,0.0,0.0,0.0,0.0
CA5927,2025-01-01 10:39:34,0,10.95,10,2,0.0,0.0,0.0,0.0,0.0
CA65931,2025-06-26 14:54:43,0,5.2833333,14,3,2496.0,672.0,53.0,0.26923078,0.078869045
CA65935,2025-05-22 19:00:00,0,60.0,19,3,912.0,156.0,82.0,0.17105263,0.525641
PE3796,2025-02-04 02:05:49,0,25.783333,2,1,0.0,0.0,0.0,0.0,0.0
CA65922,2025-02-02 03:44:01,0,15.983334,3,6,0.0,0.0,0.0,0.0,0.0
CA65789,2025-03-29 04:00:00,0,1.6666666,4,5,0.0,0.0,0.0,0.0,0.0
PE3796,2025-03-02 02:00:00,0,60.0,2,6,0.0,0.0,0.0,0.0,0.0
CA65923,2025-03-07 16:10:47,0,23.433332,16,4,0.0,0.0,0.0,0.0,0.0
CA65792,2025-02-18 17:48:38,0,0.31666666,17,1,0.0,0.0,0.0,0.0,0.0
PE3799,2025-03-20 17:58:09,0,1.85,17,3,0.0,0.0,0.0,0.0,0.0
CA65930,2025-01-08 11:10:54,0,1.3833333,11,2,0.0,0.0,0.0,0.0,0.0
CA65926,2025-03-04 11:00:00,0,2.9166667,11,1,0.0,0.0,0.0,0.0,0.0
PE3783,2025-05-10 20:00:00,0,60.0,20,5,0.0,0.0,0.0,0.0,0.0
CA65789,2025-02-15 15:00:00,0,15.65,15,5,0.0,0.0,0.0,0.0,0.0
CA65792,2025-05-25 19:00:00,0,60.0,19,6,300.0,86.0,37.0,0.28666666,0.43023255
CA0000,2025-01-21 11:00:00,0,60.0,11,1,0.0,0.0,0.0,0.0,0.0
CA65918,2025-04-16 10:00:00,0,60.0,10,2,0.0,0.0,0.0,0.0,0.0
CA65930,2025-03-30 15:10:47,0,9.416667,15,6,0.0,0.0,0.0,0.0,0.0
PE3796,2025-01-08 03:00:00,0,60.0,3,2,0.0,0.0,0.0,0.0,0.0
CA65790,2025-05-12 02:42:03,0,14.4,2,0,1212.0,220.0,114.0,0.18151815,0.5181818
CA65929,2025-02-27 03:00:00,0,60.0,3,3,0.0,0.0,0.0,0.0,0.0
CA65908,2025-02-23 04:30:19,0,19.483334,4,6,0.0,0.0,0.0,0.0,0.0
CA65789,2025-06-12 15:15:16,0,8.366667,15,3,314.0,54.0,27.0,0.17197452,0.5
CA65921,2025-06-10 04:25:20,0,5.1,4,1,945.0,157.0,76.0,0.16613756,0.48407644
CA65933,2025-03-30 17:00:00,0,50.033333,17,6,0.0,0.0,0.0,0.0,0.0
CA65792,2025-06-09 11:00:00,0,60.0,11,0,300.0,86.0,37.0,0.28666666,0.43023255
CA65932,2025-04-02 06:00:00,0,60.0,6,2,0.0,0.0,0.0,0.0,0.0
CA65790,2025-05-12 15:57:09,0,2.85,15,0,1212.0,220.0,114.0,0.18151815,0.5181818
CA65918,2025-04-22 09:00:00,0,60.0,9,1,0.0,0.0,0.0,0.0,0.0
CA65921,2025-05-14 17:00:00,0,50.066666,17,2,945.0,157.0,76.0,0.16613756,0.48407644
CA65922,2025-04-24 04:00:00,0,32.166668,4,3,623.0,105.0,57.0,0.16853933,0.54285717
CA65937,2025-05-17 16:00:00,0,60.0,16,5,526.0,81.0,41.0,0.1539924,0.50617284
PE3788,2025-04-06 11:00:00,0,60.0,11,6,0.0,0.0,0.0,0.0,0.0
PE3788,2025-06-26 04:00:00,0,60.0,4,3,0.0,0.0,0.0,0.0,0.0
CA65929,2025-03-15 03:00:00,0,43.85,3,5,0.0,0.0,0.0,0.0,0.0
CA65926,2025-06-10 09:55:03,0,4.95,9,1,668.0,132.0,66.0,0.19760479,0.5
CA65916,2025-03-02 06:00:00,0,60.0,6,6,0.0,0.0,0.0,0.0,0.0
CA65915,2025-04-05 14:55:38,0,4.366667,14,5,323.0,63.0,25.0,0.19504644,0.3968254
CA65928,2025-03-30 18:08:00,0,9.05,18,6,0.0,0.0,0.0,0.0,0.0
CA65915,2025-03-30 09:00:00,0,3.0333333,9,6,0.0,0.0,0.0,0.0,0.0
PE3797,2025-04-27 08:45:55,0,14.083333,8,6,72228.0,13323.0,8379.0,0.18445756,0.6289124
CA65921,2025-04-30 17:00:00,0,50.083332,17,2,818.0,159.0,86.0,0.19437653,0.5408805
PE3788,2025-03-10 10:00:00,0,60.0,10,0,0.0,0.0,0.0,0.0,0.0
PE3798,2025-04-17 02:08:24,1,23.466667,2,3,22354.0,4187.0,3883.0,0.18730429,0.92739433
PE3799,2025-03-05 00:00:00,0,60.0,0,2,0.0,0.0,0.0,0.0,0.0
CA65922,2025-01-14 02:00:00,0,60.0,2,1,0.0,0.0,0.0,0.0,0.0
CA65909,2025-03-13 11:00:00,0,60.0,11,3,0.0,0.0,0.0,0.0,0.0
CA65931,2025-06-30 20:00:00,0,60.0,20,0,2496.0,672.0,53.0,0.26923078,0.078869045
CA65908,2025-04-21 20:00:00,0,60.0,20,0,127.0,52.0,52.0,0.40944883,1.0
CA65918,2025-03-18 15:00:00,0,60.0,15,1,0.0,0.0,0.0,0.0,0.0
CA65919,2025-02-26 18:00:00,0,60.0,18,2,0.0,0.0,0.0,0.0,0.0
CA65901,2025-02-26 11:00:00,0,60.0,11,2,0.0,0.0,0.0,0.0,0.0
PE3796,2025-04-10 12:20:23,0,15.016666,12,3,35447.0,7774.0,4432.0,0.21931334,0.5701055
PE3788,2025-01-01 02:00:00,0,60.0,2,2,0.0,0.0,0.0,0.0,0.0
PE3785,2025-05-25 14:00:00,0,60.0,14,6,0.0,0.0,0.0,0.0,0.0
PE3798,2025-06-07 18:51:22,0,8.633333,18,5,9543.0,150.0,67.0,0.015718328,0.44666666
CA65922,2025-01-07 11:20:08,0,9.75,11,1,0.0,0.0,0.0,0.0,0.0
PE3799,2025-05-02 19:00:00,0,27.316668,19,4,41015.0,10657.0,5670.0,0.25983176,0.53204465
PE3799,2025-05-26 12:39:55,0,20.083334,12,0,41015.0,10657.0,5670.0,0.25983176,0.53204465
CA65931,2025-01-17 12:37:51,0,22.15,12,4,0.0,0.0,0.0,0.0,0.0
CA65922,2025-01-16 01:33:39,0,7.45,1,3,0.0,0.0,0.0,0.0,0.0
PE3798,2025-06-08 03:47:10,0,12.833333,3,6,9543.0,150.0,67.0,0.015718328,0.44666666
CA0000,2025-02-06 12:00:00,0,60.0,12,3,0.0,0.0,0.0,0.0,0.0
CA65937,2025-01-28 06:00:00,0,50.65,6,1,0.0,0.0,0.0,0.0,0.0
CA65933,2025-04-02 04:57:24,0,2.6,4,2,438.0,66.0,30.0,0.15068494,0.45454547
CA65918,2025-06-14 11:00:00,0,60.0,11,5,0.0,0.0,0.0,0.0,0.0
CA65930,2025-05-06 11:11:36,0,48.4,11,1,802.0,102.0,28.0,0.12718205,0.27450982
PE3798,2025-05-30 03:05:41,0,49.416668,3,4,9543.0,150.0,67.0,0.015718328,0.44666666
PE3797,2025-06-14 08:32:53,0,22.6,8,5,56544.0,12618.0,7023.0,0.22315365,0.55658585
CA65937,2025-05-10 05:00:00,0,60.0,5,5,526.0,81.0,41.0,0.1539924,0.50617284
CA65936,2025-01-05 07:46:29,0,0.7,7,6,0.0,0.0,0.0,0.0,0.0
CA5926,2025-04-09 20:00:00,0,60.0,20,2,922.0,70.0,70.0,0.07592191,1.0
CA65915,2025-04-14 05:06:19,0,29.833334,5,0,908.0,143.0,68.0,0.15748899,0.4755245
CA65932,2025-03-05 10:56:36,0,3.4,10,2,0.0,0.0,0.0,0.0,0.0
PE3797,2025-05-08 03:07:38,0,52.366665,3,3,56544.0,12618.0,7023.0,0.22315365,0.55658585
CA65921,2025-04-14 11:37:30,0,22.5,11,0,1883.0,275.0,113.0,0.14604355,0.4109091
CA65921,2025-02-07 23:10:29,0,0.1,23,4,0.0,0.0,0.0,0.0,0.0
CA65793,2025-05-29 01:00:00,0,16.966667,1,3,560.0,91.0,41.0,0.1625,0.45054945
CA65935,2025-05-22 20:04:58,0,3.15,20,3,912.0,156.0,82.0,0.17105263,0.525641
PE3797,2025-02-15 20:45:10,0,14.833333,20,5,0.0,0.0,0.0,0.0,0.0
CA65790,2025-02-10 20:00:00,0,60.0,20,0,0.0,0.0,0.0,0.0,0.0
CA5927,2025-03-27 17:48:23,0,11.616667,17,3,0.0,0.0,0.0,0.0,0.0
CA65789,2025-02-13 03:39:24,0,20.6,3,3,0.0,0.0,0.0,0.0,0.0
CA65923,2025-04-13 13:00:00,0,60.0,13,6,682.0,98.0,41.0,0.14369501,0.41836736
CA65925,2025-06-14 06:12:48,0,0.15,6,5,2120.0,405.0,184.0,0.19103773,0.454321
CA65928,2025-05-01 03:32:37,0,10.183333,3,3,1511.0,258.0,148.0,0.17074785,0.5736434
CA65925,2025-05-11 18:00:00,0,17.033333,18,6,2120.0,405.0,184.0,0.19103773,0.454321
PE3799,2025-05-29 06:00:00,0,34.35,6,3,41015.0,10657.0,5670.0,0.25983176,0.53204465
CA5926,2025-06-17 11:00:00,0,7.1,11,1,788.0,123.0,58.0,0.15609138,0.4715447
CA65921,2025-03-26 12:00:00,0,5.3166666,12,2,0.0,0.0,0.0,0.0,0.0
CA65909,2025-06-14 10:00:00,0,60.0,10,5,647.0,97.0,40.0,0.14992271,0.41237113
PE3797,2025-01-24 01:00:00,0,39.1,1,4,0.0,0.0,0.0,0.0,0.0
CA65924,2025-02-15 08:24:02,0,35.966667,8,5,0.0,0.0,0.0,0.0,0.0
CA65931,2025-01-04 23:05:57,0,2.6,23,5,0.0,0.0,0.0,0.0,0.0
CA5927,2025-05-01 21:50:55,0,3.2666667,21,3,398.0,65.0,39.0,0.16331658,0.6
CA65924,2025-06-18 12:00:00,0,60.0,12,2,953.0,43.0,29.0,0.04512067,0.6744186
CA5927,2025-01-23 04:06:31,0,3.4333334,4,3,0.0,0.0,0.0,0.0,0.0
CA65922,2025-04-17 22:00:00,0,2.3333333,22,3,1296.0,216.0,94.0,0.16666667,0.4351852
CA65931,2025-05-15 00:49:54,0,10.1,0,3,2496.0,672.0,53.0,0.26923078,0.078869045
PE3796,2025-05-02 22:00:00,0,53.4,22,4,44607.0,9771.0,4640.0,0.21904634,0.47487462
CA65790,2025-06-29 08:00:00,0,60.0,8,6,1212.0,220.0,114.0,0.18151815,0.5181818
PE3799,2025-02-01 13:04:21,0,1.55,13,5,0.0,0.0,0.0,0.0,0.0
PE3788,2025-02-27 13:00:00,0,60.0,13,3,0.0,0.0,0.0,0.0,0.0
CA65909,2025-03-26 18:11:14,0,3.5333333,18,2,0.0,0.0,0.0,0.0,0.0
PE3795,2025-06-30 01:00:00,0,24.4,1,0,76095.0,14279.0,6081.0,0.18764701,0.42587015
CA65932,2025-06-26 11:00:00,0,5.383333,11,3,3567.0,48.0,48.0,0.013456686,1.0
CA65932,2025-02-19 03:14:31,0,0.36666667,3,2,0.0,0.0,0.0,0.0,0.0
CA65933,2025-01-23 04:00:00,0,60.0,4,3,0.0,0.0,0.0,0.0,0.0
PE3795,2025-04-05 15:00:00,0,60.0,15,5,47611.0,3288.0,1387.0,0.06905967,0.42183697
CA65933,2025-03-05 09:00:00,0,4.15,9,2,0.0,0.0,0.0,0.0,0.0
CA65933,2025-03-10 17:00:00,0,40.116665,17,0,0.0,0.0,0.0,0.0,0.0
PE3795,2025-03-24 23:00:00,0,60.0,23,0,0.0,0.0,0.0,0.0,0.0
CA65790,2025-04-27 02:14:46,0,6.866667,2,6,456.0,92.0,38.0,0.20175439,0.41304347
CA65915,2025-04-07 14:00:00,0,60.0,14,0,208.0,25.0,12.0,0.120192304,0.48
PE3788,2025-03-12 22:00:00,0,60.0,22,2,0.0,0.0,0.0,0.0,0.0
CA65909,2025-03-22 22:55:58,0,4.0333333,22,5,0.0,0.0,0.0,0.0,0.0
CA65927,2025-02-04 04:00:00,0,55.066666,4,1,0.0,0.0,0.0,0.0,0.0
PE3783,2025-05-28 17:00:00,0,60.0,17,2,0.0,0.0,0.0,0.0,0.0
CA65921,2025-02-14 16:24:27,0,6.5833335,16,4,0.0,0.0,0.0,0.0,0.0
CA65935,2025-05-18 18:22:50,0,4.6,18,6,912.0,156.0,82.0,0.17105263,0.525641
CA65922,2025-04-24 02:56:31,0,0.36666667,2,3,631.0,105.0,57.0,0.16640253,0.54285717
CA5926,2025-03-26 14:45:28,0,6.7166667,14,2,0.0,0.0,0.0,0.0,0.0
CA65932,2025-04-02 23:00:00,0,60.0,23,2,0.0,0.0,0.0,0.0,0.0
CA65790,2025-05-08 14:00:00,0,30.4,14,3,1212.0,220.0,114.0,0.18151815,0.5181818
CA65926,2025-06-14 16:00:00,0,60.0,16,5,668.0,132.0,66.0,0.19760479,0.5
CA65925,2025-06-26 10:00:00,0,30.616667,10,3,2120.0,405.0,184.0,0.19103773,0.454321
CA65793,2025-05-12 07:00:00,0,60.0,7,0,560.0,91.0,41.0,0.1625,0.45054945
CA65937,2025-04-11 08:00:00,0,60.0,8,4,721.0,15.0,10.0,0.020804439,0.6666667
CA65925,2025-06-04 05:26:15,0,26.383333,5,2,2120.0,405.0,184.0,0.19103773,0.454321
CA65934,2025-02-13 12:00:00,0,60.0,12,3,0.0,0.0,0.0,0.0,0.0
CA5926,2025-03-29 12:14:56,0,3.6833334,12,5,0.0,0.0,0.0,0.0,0.0
CA65933,2025-03-12 14:00:00,0,54.733334,14,2,0.0,0.0,0.0,0.0,0.0
CA5926,2025-06-02 07:08:50,0,8.7,7,0,788.0,123.0,58.0,0.15609138,0.4715447
PE3797,2025-01-23 10:57:36,0,0.8666667,10,3,0.0,0.0,0.0,0.0,0.0
CA65932,2025-04-26 02:11:03,0,6.35,2,5,603.0,44.0,22.0,0.07296849,0.5
CA65934,2025-01-07 21:02:46,0,6.4,21,1,0.0,0.0,0.0,0.0,0.0
CA65790,2025-05-24 12:00:00,0,60.0,12,5,1212.0,220.0,114.0,0.18151815,0.5181818
CA65936,2025-04-09 08:14:09,0,5.233333,8,2,1401.0,240.0,126.0,0.17130621,0.525
CA65915,2025-02-27 16:18:27,0,2.5666666,16,3,0.0,0.0,0.0,0.0,0.0
CA65929,2025-02-19 03:00:00,0,60.0,3,2,0.0,0.0,0.0,0.0,0.0
CA65925,2025-04-25 10:46:46,0,13.233334,10,4,698.0,130.0,65.0,0.18624642,0.5
CA65932,2025-06-07 00:00:00,0,60.0,0,5,3567.0,48.0,48.0,0.013456686,1.0
CA65790,2025-05-09 09:59:14,0,0.76666665,9,4,1212.0,220.0,114.0,0.18151815,0.5181818
PE3795,2025-05-16 17:46:07,0,13.883333,17,4,76095.0,14279.0,6081.0,0.18764701,0.42587015
PE3799,2025-03-11 22:00:00,0,60.0,22,1,0.0,0.0,0.0,0.0,0.0
CA65925,2025-05-04 11:00:00,0,60.0,11,6,2120.0,405.0,184.0,0.19103773,0.454321
CA65927,2025-02-28 06:00:00,0,16.866667,6,4,0.0,0.0,0.0,0.0,0.0
PE3799,2025-05-13 21:14:14,0,45.766666,21,1,41015.0,10657.0,5670.0,0.25983176,0.53204465
CA65934,2025-03-24 06:00:00,0,13.833333,6,0,0.0,0.0,0.0,0.0,0.0
CA65925,2025-04-22 08:22:01,0,37.983334,8,1,616.0,88.0,45.0,0.14285715,0.5113636
PE3784,2025-05-03 06:00:00,0,60.0,6,5,0.0,0.0,0.0,0.0,0.0
PE3788,2025-02-13 08:00:00,0,60.0,8,3,0.0,0.0,0.0,0.0,0.0
CA65929,2025-05-17 12:00:00,0,46.85,12,5,850.0,133.0,63.0,0.15647058,0.47368422
CA65927,2025-04-26 11:00:00,0,60.0,11,5,419.0,36.0,11.0,0.08591885,0.30555555
CA5927,2025-05-03 18:19:06,0,40.9,18,5,398.0,65.0,39.0,0.16331658,0.6
CA65919,2025-01-15 17:00:00,0,60.0,17,2,0.0,0.0,0.0,0.0,0.0
CA65925,2025-04-20 05:36:46,0,12.683333,5,6,763.0,83.0,53.0,0.10878113,0.6385542
CA65929,2025-01-29 14:44:41,0,15.316667,14,2,0.0,0.0,0.0,0.0,0.0
PE3784,2025-04-17 03:00:00,0,60.0,3,3,0.0,0.0,0.0,0.0,0.0
CA65921,2025-05-10 13:00:00,0,60.0,13,5,945.0,157.0,76.0,0.16613756,0.48407644
CA65790,2025-05-10 00:04:50,0,10.383333,0,5,1212.0,220.0,114.0,0.18151815,0.5181818
CA65926,2025-05-26 13:20:50,0,27.933332,13,0,668.0,132.0,66.0,0.19760479,0.5
CA65936,2025-02-10 01:00:00,0,14.583333,1,0,0.0,0.0,0.0,0.0,0.0
PE3799,2025-03-07 05:39:16,0,0.46666667,5,4,0.0,0.0,0.0,0.0,0.0
CA65926,2025-02-14 07:12:32,0,1.2666667,7,4,0.0,0.0,0.0,0.0,0.0
CA65928,2025-03-23 22:17:37,0,4.65,22,6,0.0,0.0,0.0,0.0,0.0
CA65790,2025-04-25 20:00:00,0,10.3,20,4,413.0,72.0,35.0,0.17433414,0.4861111
PE3798,2025-02-28 22:24:05,0,21.183332,22,4,0.0,0.0,0.0,0.0,0.0
CA65921,2025-06-28 23:35:59,0,0.25,23,5,945.0,157.0,76.0,0.16613756,0.48407644
PE3795,2025-04-20 16:00:00,0,48.866665,16,6,52971.0,13920.0,9059.0,0.2627853,0.6507902
PE3799,2025-01-18 05:48:29,0,11.516666,5,5,0.0,0.0,0.0,0.0,0.0
CA65933,2025-05-08 19:00:00,0,12.1,19,3,247.0,88.0,43.0,0.3562753,0.48863637
CA65915,2025-04-13 21:17:16,0,2.1666667,21,6,824.0,156.0,90.0,0.18932039,0.5769231
CA65908,2025-03-19 23:36:53,0,23.116667,23,2,0.0,0.0,0.0,0.0,0.0
CA65923,2025-01-09 19:53:06,0,6.9,19,3,0.0,0.0,0.0,0.0,0.0
CA65902,2025-02-07 06:37:45,0,1.3833333,6,4,0.0,0.0,0.0,0.0,0.0
CA65790,2025-03-15 06:00:00,0,53.2,6,5,0.0,0.0,0.0,0.0,0.0
CA5927,2025-05-29 11:47:12,0,12.433333,11,3,398.0,65.0,39.0,0.16331658,0.6
CA65925,2025-01-02 00:00:00,0,9.583333,0,3,0.0,0.0,0.0,0.0,0.0
CA65934,2025-04-26 21:00:00,1,60.0,21,5,299.0,43.0,43.0,0.14381272,1.0
CA65908,2025-02-09 05:00:00,0,34.233334,5,6,0.0,0.0,0.0,0.0,0.0
CA65925,2025-03-20 10:00:00,0,45.966667,10,3,0.0,0.0,0.0,0.0,0.0
CA65917,2025-05-18 15:00:00,0,60.0,15,6,0.0,0.0,0.0,0.0,0.0
CA65915,2025-05-04 05:40:10,0,19.833334,5,6,1189.0,188.0,88.0,0.15811606,0.4680851
CA65928,2025-05-27 20:00:00,0,60.0,20,1,1511.0,258.0,148.0,0.17074785,0.5736434
CA65934,2025-02-08 13:18:09,0,41.85,13,5,0.0,0.0,0.0,0.0,0.0
PE3798,2025-04-13 17:00:54,0,59.1,17,6,41535.0,8056.0,4448.0,0.1939569,0.55213505
CA65934,2025-02-11 23:00:00,0,60.0,23,1,0.0,0.0,0.0,0.0,0.0
PE3798,2025-01-27 07:00:00,0,60.0,7,0,0.0,0.0,0.0,0.0,0.0
PE3799,2025-05-27 01:36:02,0,9.766666,1,1,41015.0,10657.0,5670.0,0.25983176,0.53204465
CA65930,2025-01-08 04:09:11,0,35.116665,4,2,0.0,0.0,0.0,0.0,0.0
CA65915,2025-02-05 20:00:00,0,48.866665,20,2,0.0,0.0,0.0,0.0,0.0
PE3798,2025-02-13 17:00:00,0,60.0,17,3,0.0,0.0,0.0,0.0,0.0
CA65909,2025-04-15 11:25:08,1,1.65,11,1,738.0,127.0,66.0,0.17208672,0.51968503
CA65790,2025-05-15 21:10:44,0,1.95,21,3,1212.0,220.0,114.0,0.18151815,0.5181818
CA65934,2025-03-18 23:24:47,0,0.8333333,23,1,0.0,0.0,0.0,0.0,0.0
PE3797,2025-01-11 08:14:44,0,20.783333,8,5,0.0,0.0,0.0,0.0,0.0
CA5927,2025-02-10 09:00:00,0,60.0,9,0,0.0,0.0,0.0,0.0,0.0
CA65931,2025-06-15 22:27:59,0,0.25,22,6,2496.0,672.0,53.0,0.26923078,0.078869045
CA65922,2025-06-08 02:00:00,0,60.0,2,6,844.0,183.0,118.0,0.21682465,0.64480877
PE3795,2025-05-30 16:00:00,0,60.0,16,4,76095.0,14279.0,6081.0,0.18764701,0.42587015
CA65932,2025-01-04 17:48:12,0,11.8,17,5,0.0,0.0,0.0,0.0,0.0
PE3788,2025-01-18 14:00:00,0,60.0,14,5,0.0,0.0,0.0,0.0,0.0
CA65909,2025-06-27 06:00:00,0,12.916667,6,4,647.0,97.0,40.0,0.14992271,0.41237113
CA65932,2025-01-06 02:16:44,0,10.716666,2,0,0.0,0.0,0.0,0.0,0.0
CA65921,2025-06-11 17:02:54,0,4.35,17,2,945.0,157.0,76.0,0.16613756,0.48407644
CA65925,2025-01-23 08:00:00,0,60.0,8,3,0.0,0.0,0.0,0.0,0.0
CA65918,2025-06-15 06:00:00,0,60.0,6,6,0.0,0.0,0.0,0.0,0.0
PE3783,2025-03-30 17:00:00,0,60.0,17,6,0.0,0.0,0.0,0.0,0.0
PE3799,2025-04-08 04:00:00,0,60.0,4,1,57762.0,3731.0,778.0,0.06459264,0.20852318
CA65917,2025-04-04 04:00:00,0,60.0,4,4,0.0,0.0,0.0,0.0,0.0
PE3799,2025-05-19 07:33:34,0,26.433332,7,0,41015.0,10657.0,5670.0,0.25983176,0.53204465
CA5927,2025-03-27 00:10:42,0,49.3,0,3,0.0,0.0,0.0,0.0,0.0
CA65790,2025-02-17 12:24:28,0,23.85,12,0,0.0,0.0,0.0,0.0,0.0
PE3798,2025-06-10 18:48:08,0,11.866667,18,1,9543.0,150.0,67.0,0.015718328,0.44666666
CA65789,2025-03-03 20:23:02,0,2.6,20,0,0.0,0.0,0.0,0.0,0.0
CA65792,2025-03-05 14:26:30,0,7.4333334,14,2,0.0,0.0,0.0,0.0,0.0
CA65792,2025-02-03 12:46:33,0,13.45,12,0,0.0,0.0,0.0,0.0,0.0
PE3795,2025-04-25 14:53:08,0,0.38333333,14,4,56129.0,12663.0,6457.0,0.22560531,0.50991076
CA65909,2025-01-10 21:51:22,0,8.633333,21,4,0.0,0.0,0.0,0.0,0.0
CA65935,2025-03-30 00:38:13,0,21.783333,0,6,0.0,0.0,0.0,0.0,0.0
PE3783,2025-04-04 07:00:00,0,60.0,7,4,0.0,0.0,0.0,0.0,0.0
CA65930,2025-01-03 02:04:00,0,5.8,2,4,0.0,0.0,0.0,0.0,0.0
CA65937,2025-02-28 18:19:30,0,40.5,18,4,0.0,0.0,0.0,0.0,0.0
CA65924,2025-01-06 05:00:00,0,3.1833334,5,0,0.0,0.0,0.0,0.0,0.0
CA65937,2025-06-26 14:00:00,0,60.0,14,3,526.0,81.0,41.0,0.1539924,0.50617284
CA65790,2025-03-08 19:02:09,0,57.85,19,5,0.0,0.0,0.0,0.0,0.0
CA65922,2025-02-07 19:00:00,0,60.0,19,4,0.0,0.0,0.0,0.0,0.0
CA65929,2025-06-14 02:32:22,0,27.633333,2,5,850.0,133.0,63.0,0.15647058,0.47368422
CA65790,2025-04-30 17:00:00,0,35.133335,17,2,1226.0,194.0,93.0,0.15823817,0.47938144
CA65934,2025-04-15 19:00:00,1,39.366665,19,1,1061.0,195.0,102.0,0.18378888,0.52307695
CA65918,2025-01-01 05:00:00,0,60.0,5,2,0.0,0.0,0.0,0.0,0.0
CA65793,2025-04-23 06:00:00,0,9.383333,6,2,561.0,103.0,50.0,0.18360071,0.4854369
CA65920,2025-01-13 07:00:00,0,60.0,7,0,0.0,0.0,0.0,0.0,0.0
CA65908,2025-02-06 01:05:52,0,0.083333336,1,3,0.0,0.0,0.0,0.0,0.0
PE3785,2025-06-14 14:00:00,0,60.0,14,5,0.0,0.0,0.0,0.0,0.0
CA65790,2025-01-12 21:58:48,0,1.2,21,6,0.0,0.0,0.0,0.0,0.0
CA65925,2025-06-18 11:00:00,0,29.766666,11,2,2120.0,405.0,184.0,0.19103773,0.454321
CA65792,2025-02-13 07:38:27,0,8.0,7,3,0.0,0.0,0.0,0.0,0.0
CA65929,2025-05-24 20:31:01,0,6.116667,20,5,850.0,133.0,63.0,0.15647058,0.47368422
CA65921,2025-03-06 19:00:00,0,11.683333,19,3,0.0,0.0,0.0,0.0,0.0
CA65927,2025-01-13 10:00:00,0,46.8,10,0,0.0,0.0,0.0,0.0,0.0
CA65922,2025-06-13 18:00:00,0,60.0,18,4,844.0,183.0,118.0,0.21682465,0.64480877
CA65921,2025-03-30 17:00:00,0,50.966667,17,6,0.0,0.0,0.0,0.0,0.0
CA65928,2025-06-21 08:00:00,0,60.0,8,5,1511.0,258.0,148.0,0.17074785,0.5736434
CA65934,2025-03-22 21:57:20,0,2.6666667,21,5,0.0,0.0,0.0,0.0,0.0
PE3796,2025-03-27 18:34:53,0,25.116667,18,3,0.0,0.0,0.0,0.0,0.0
PE3796,2025-05-25 22:00:00,0,60.0,22,6,44607.0,9771.0,4640.0,0.21904634,0.47487462
CA65789,2025-04-10 10:33:56,0,26.066668,10,3,281.0,46.0,26.0,0.16370107,0.5652174
CA65922,2025-01-16 03:17:17,0,0.06666667,3,3,0.0,0.0,0.0,0.0,0.0
CA65792,2025-05-29 13:00:00,0,60.0,13,3,300.0,86.0,37.0,0.28666666,0.43023255
CA65931,2025-01-06 13:32:06,0,27.9,13,0,0.0,0.0,0.0,0.0,0.0
CA65793,2025-05-10 09:00:00,0,60.0,9,5,560.0,91.0,41.0,0.1625,0.45054945
CA65922,2025-04-26 19:37:16,0,22.733334,19,5,651.0,95.0,36.0,0.14592934,0.37894738
CA65925,2025-06-04 06:18:15,0,10.4,6,2,2120.0,405.0,184.0,0.19103773,0.454321
CA65918,2025-04-23 20:00:00,0,60.0,20,2,0.0,0.0,0.0,0.0,0.0
PE3796,2025-04-08 05:00:00,0,42.95,5,1,12255.0,5032.0,2043.0,0.4106079,0.4060016
CA65927,2025-03-31 18:00:00,0,4.6833334,18,0,0.0,0.0,0.0,0.0,0.0
CA65928,2025-04-22 18:00:00,0,6.233333,18,1,1432.0,248.0,126.0,0.17318435,0.5080645
CA65936,2025-05-07 19:00:00,0,34.883335,19,2,1501.0,262.0,121.0,0.1745503,0.46183205
CA65921,2025-02-27 06:31:01,0,28.983334,6,3,0.0,0.0,0.0,0.0,0.0
CA65928,2025-03-07 14:46:48,0,3.8333333,14,4,0.0,0.0,0.0,0.0,0.0
CA65790,2025-06-29 04:33:37,0,26.383333,4,6,1212.0,220.0,114.0,0.18151815,0.5181818
PE3784,2025-06-11 02:00:00,0,60.0,2,2,0.0,0.0,0.0,0.0,0.0
CA65924,2025-01-13 01:00:00,0,60.0,1,0,0.0,0.0,0.0,0.0,0.0
CA65915,2025-03-28 11:00:00,0,60.0,11,4,0.0,0.0,0.0,0.0,0.0
CA65920,2025-04-16 10:00:00,0,60.0,10,2,0.0,0.0,0.0,0.0,0.0
